_unit_id,_created_at,_golden,_canary,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,choose_path,end,path_1,path_2,path_3,path_4,path_5,start
414403527,2/15/2014 21:07:38,false,,1199739792,,2/15/2014 21:06:39,false,clixsense,1.0,19086724,DEU,04,Hamburg,85.177.209.138,-&gt;Partially implantable hearing aid device -&gt;Implantable electromagnetic middle-ear bone-conduction hearing aid device -&gt;Magnetic transcutaneous mount for external device of an associated -&gt;Surgery-&gt;,Surgery,-&gt;Partially implantable hearing aid device -&gt;Implantable hearing aid and method of improving hearing -&gt;,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Implantable electromagnetic middle-ear bone-conduction hearing aid device -&gt;Magnetic transcutaneous mount for external device of an associated -&gt;Surgery-&gt;,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Surgery-&gt;,-&gt;Partially implantable hearing aid device -&gt;Implantable electromagnetic middle-ear bone-conduction hearing aid device -&gt;Magnetic transcutaneous mount for external device of an associated -&gt;Surgery-&gt;,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Implantable electromagnetic middle-ear bone-conduction hearing aid device -&gt;Coupling to a bone-anchored hearing aid -&gt;Magnetic transcutaneous mount for external device of an ass,Semi-implantable middle ear hearing device 
414403527,2/15/2014 21:08:31,false,,1199740181,,2/15/2014 21:08:19,false,gptbanks,1.0,19434128,CAN,"","",23.229.5.117,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Surgery-&gt;,Surgery,-&gt;Partially implantable hearing aid device -&gt;Implantable hearing aid and method of improving hearing -&gt;,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Implantable electromagnetic middle-ear bone-conduction hearing aid device -&gt;Magnetic transcutaneous mount for external device of an associated -&gt;Surgery-&gt;,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Surgery-&gt;,-&gt;Partially implantable hearing aid device -&gt;Implantable electromagnetic middle-ear bone-conduction hearing aid device -&gt;Magnetic transcutaneous mount for external device of an associated -&gt;Surgery-&gt;,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Implantable electromagnetic middle-ear bone-conduction hearing aid device -&gt;Coupling to a bone-anchored hearing aid -&gt;Magnetic transcutaneous mount for external device of an ass,Semi-implantable middle ear hearing device 
414403527,2/15/2014 21:08:52,false,,1199740359,,2/15/2014 21:08:37,false,neodev,1.0,11016863,UKR,"","",95.111.196.5,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Surgery-&gt;,Surgery,-&gt;Partially implantable hearing aid device -&gt;Implantable hearing aid and method of improving hearing -&gt;,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Implantable electromagnetic middle-ear bone-conduction hearing aid device -&gt;Magnetic transcutaneous mount for external device of an associated -&gt;Surgery-&gt;,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Surgery-&gt;,-&gt;Partially implantable hearing aid device -&gt;Implantable electromagnetic middle-ear bone-conduction hearing aid device -&gt;Magnetic transcutaneous mount for external device of an associated -&gt;Surgery-&gt;,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Implantable electromagnetic middle-ear bone-conduction hearing aid device -&gt;Coupling to a bone-anchored hearing aid -&gt;Magnetic transcutaneous mount for external device of an ass,Semi-implantable middle ear hearing device 
414403527,2/15/2014 21:09:00,false,,1199740431,,2/15/2014 21:08:47,false,giftcardgpt,1.0,20192951,CAN,"","",23.229.5.117,-&gt;Partially implantable hearing aid device -&gt;Implantable hearing aid and method of improving hearing -&gt;,Surgery,-&gt;Partially implantable hearing aid device -&gt;Implantable hearing aid and method of improving hearing -&gt;,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Implantable electromagnetic middle-ear bone-conduction hearing aid device -&gt;Magnetic transcutaneous mount for external device of an associated -&gt;Surgery-&gt;,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Surgery-&gt;,-&gt;Partially implantable hearing aid device -&gt;Implantable electromagnetic middle-ear bone-conduction hearing aid device -&gt;Magnetic transcutaneous mount for external device of an associated -&gt;Surgery-&gt;,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Implantable electromagnetic middle-ear bone-conduction hearing aid device -&gt;Coupling to a bone-anchored hearing aid -&gt;Magnetic transcutaneous mount for external device of an ass,Semi-implantable middle ear hearing device 
414403527,2/15/2014 21:09:13,false,,1199740513,,2/15/2014 21:09:01,false,neodev,1.0,15489047,GBR,H9,London,82.45.195.72,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Surgery-&gt;,Surgery,-&gt;Partially implantable hearing aid device -&gt;Implantable hearing aid and method of improving hearing -&gt;,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Implantable electromagnetic middle-ear bone-conduction hearing aid device -&gt;Magnetic transcutaneous mount for external device of an associated -&gt;Surgery-&gt;,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Surgery-&gt;,-&gt;Partially implantable hearing aid device -&gt;Implantable electromagnetic middle-ear bone-conduction hearing aid device -&gt;Magnetic transcutaneous mount for external device of an associated -&gt;Surgery-&gt;,-&gt;Partially implantable hearing aid device -&gt;Magnetic induction hearing aid -&gt;Implantable electromagnetic middle-ear bone-conduction hearing aid device -&gt;Coupling to a bone-anchored hearing aid -&gt;Magnetic transcutaneous mount for external device of an ass,Semi-implantable middle ear hearing device 
414403528,2/15/2014 21:08:23,false,,1199740121,,2/15/2014 21:08:03,false,clixsense,1.0,19086724,DEU,04,Hamburg,85.177.209.138,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Profile control of boron implant -&gt;M,Coating Processes,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Profile control of boron implant -&gt;M,-&gt;Process for the homoepitaxial growth of single-crystal silicon carbide -&gt;Method of preparing silicon carbide surfaces for crystal growth -&gt;Method for planarizing semiconductor substrates -&gt;Formation and planarization of silicon-on-insulator structures -,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Process of making semiconductors hav,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Profile control of boron implant -&gt;M,-&gt;Process for the homoepitaxial growth of single-crystal silicon carbide -&gt;Method of preparing silicon carbide surfaces for crystal growth -&gt;Method for planarizing semiconductor substrates -&gt;Formation and planarization of silicon-on-insulator structures -,Method for forming a p-n junction in silicon carbide 
414403528,2/15/2014 21:08:31,false,,1199740184,,2/15/2014 21:08:19,false,gptbanks,1.0,19434128,CAN,"","",23.229.5.117,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Process of making semiconductors hav,Coating Processes,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Profile control of boron implant -&gt;M,-&gt;Process for the homoepitaxial growth of single-crystal silicon carbide -&gt;Method of preparing silicon carbide surfaces for crystal growth -&gt;Method for planarizing semiconductor substrates -&gt;Formation and planarization of silicon-on-insulator structures -,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Process of making semiconductors hav,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Profile control of boron implant -&gt;M,-&gt;Process for the homoepitaxial growth of single-crystal silicon carbide -&gt;Method of preparing silicon carbide surfaces for crystal growth -&gt;Method for planarizing semiconductor substrates -&gt;Formation and planarization of silicon-on-insulator structures -,Method for forming a p-n junction in silicon carbide 
414403528,2/15/2014 21:08:56,false,,1199740402,,2/15/2014 21:08:46,false,neodev,1.0,20073525,ROU,23,Iasi,79.112.57.99,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Process of making semiconductors hav,Coating Processes,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Profile control of boron implant -&gt;M,-&gt;Process for the homoepitaxial growth of single-crystal silicon carbide -&gt;Method of preparing silicon carbide surfaces for crystal growth -&gt;Method for planarizing semiconductor substrates -&gt;Formation and planarization of silicon-on-insulator structures -,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Process of making semiconductors hav,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Profile control of boron implant -&gt;M,-&gt;Process for the homoepitaxial growth of single-crystal silicon carbide -&gt;Method of preparing silicon carbide surfaces for crystal growth -&gt;Method for planarizing semiconductor substrates -&gt;Formation and planarization of silicon-on-insulator structures -,Method for forming a p-n junction in silicon carbide 
414403528,2/15/2014 21:09:08,false,,1199740483,,2/15/2014 21:08:53,false,prodege,1.0,18407626,USA,MA,Woburn,50.169.246.110,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Profile control of boron implant -&gt;M,Coating Processes,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Profile control of boron implant -&gt;M,-&gt;Process for the homoepitaxial growth of single-crystal silicon carbide -&gt;Method of preparing silicon carbide surfaces for crystal growth -&gt;Method for planarizing semiconductor substrates -&gt;Formation and planarization of silicon-on-insulator structures -,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Process of making semiconductors hav,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Profile control of boron implant -&gt;M,-&gt;Process for the homoepitaxial growth of single-crystal silicon carbide -&gt;Method of preparing silicon carbide surfaces for crystal growth -&gt;Method for planarizing semiconductor substrates -&gt;Formation and planarization of silicon-on-insulator structures -,Method for forming a p-n junction in silicon carbide 
414403528,2/15/2014 21:09:47,false,,1199740821,,2/15/2014 21:08:36,false,pforads,1.0,17445146,ROU,14,Constanta,5.14.184.68,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Profile control of boron implant -&gt;M,Coating Processes,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Profile control of boron implant -&gt;M,-&gt;Process for the homoepitaxial growth of single-crystal silicon carbide -&gt;Method of preparing silicon carbide surfaces for crystal growth -&gt;Method for planarizing semiconductor substrates -&gt;Formation and planarization of silicon-on-insulator structures -,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Process of making semiconductors hav,-&gt;Method for recrystallization of preamorphized semiconductor surfaces -&gt;Formation of shallow junction by implantation of dopant into partially -&gt;Method for fabricating shallow junctions by preamorphizing with dopant -&gt;Profile control of boron implant -&gt;M,-&gt;Process for the homoepitaxial growth of single-crystal silicon carbide -&gt;Method of preparing silicon carbide surfaces for crystal growth -&gt;Method for planarizing semiconductor substrates -&gt;Formation and planarization of silicon-on-insulator structures -,Method for forming a p-n junction in silicon carbide 
